Ancestor?,Scan date,Nr,Name,Temp Evo,Gender,Nickname,Level,possibleLevels,CP,HP,Dust cost,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Fast move (ID),Special move,Special move (ID),Special move 2,Special move 2 (ID),DPS,LL Rank (min),LL Rank (max),GL Evo,GL Rank (min),GL Rank (max),Box,Custom1,Custom2,Saved,Egg,Lucky?,Favorite,BuddyBoosted,Form,ShadowForm,MultiForm?,Dynamax,Height (cm),Weight (g),Height Tag,Catch Date,Catch Level
0,9/18/26 22:25:40,669,Flabébé,-,♀,Fla♀36,26.0,26.0,672,90,4000,35.6,35.6,35.6,4.0,6.0,6.0,1, - , - , - , - , - , - ,0.0, - , - ,Floette,1059,1059,Default,,,0,0,0,0,0,1998,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:39,7,Squirtle,-,♂,GL 60,20.0,20.0,528,84,2500,86.7,86.7,86.7,15.0,10.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,Squirtle,60,60,Great League,,,0,0,0,0,0,599,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:38,562,Yamask Shadow,-,♀,LL 181,8.0,8.0,183,46,960,37.8,37.8,37.8,1.0,8.0,8.0,1, - , - , - , - , - , - ,0.0,181,181,Cofagrigus,1242,1242,Little League,,,0,0,0,0,0,1376,2,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:36,885,Dreepy,-,♂,Dre♂80,24.0,24.0,493,74,3500,80.0,80.0,80.0,11.0,10.0,15.0,1, - , - , - , - , - , - ,0.0,1953,1953,Dreepy,276,276,Default,,,0,0,0,0,0,2548,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:34,837,Rolycoly,-,♀,Rol♀69,12.0,12.0,193,54,1300,68.9,68.9,68.9,13.0,3.0,15.0,1, - , - , - , - , - , - ,0.0,2957,2957,Rolycoly,619,619,Default,,,0,0,0,0,0,2512,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:33,371,Bagon Shadow,-,♂,Bag♂67,20.0,20.0,619,81,3000,66.7,66.7,66.7,14.0,8.0,8.0,1, - , - , - , - , - , - ,0.0, - , - ,Shelgon,2800,2800,Default,,,0,0,0,0,0,1172,2,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:32,696,Tyrunt Shadow,-,♂,Tyr♂78,8.0,8.0,356,60,960,77.8,77.8,77.8,15.0,11.0,9.0,1, - , - , - , - , - , - ,0.0,1933,1933,Tyrantrum,2452,2452,Default,,,0,0,0,0,0,2383,2,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:31,973,Flamigo,-,♂,Fla♂82,15.0,15.0,1148,106,1900,82.2,82.2,82.2,10.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,Flamigo,457,457,Default,,,0,0,0,0,0,2746,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:30,973,Flamigo,-,♀,Fla♀96,15.0,15.0,1173,107,1900,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,Flamigo,1002,1002,Default,,,0,0,0,0,0,2746,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:28,973,Flamigo,-,♂,Fla♂93,15.0,15.0,1172,106,1900,93.3,93.3,93.3,15.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,Flamigo,2036,2036,Default,,,0,0,0,0,0,2746,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:27,942,Maschiff,-,♂,GL 198,15.0,15.0,582,86,1900,84.4,84.4,84.4,13.0,13.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,Maschiff,198,198,Great League,,,0,0,0,0,0,2716,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:26,111,Rhyhorn,-,♂,UL 74,20.0,20.0,911,121,2500,86.7,86.7,86.7,10.0,15.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,Rhyhorn,1568,1568,Ultra League,,,0,0,0,0,0,1083,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:25,137,Porygon Shadow,-,,Por49,8.0,8.0,346,66,960,48.9,48.9,48.9,3.0,5.0,14.0,1, - , - , - , - , - , - ,0.0,1940,1940,Porygon2,456,456,Default,,,0,0,0,0,0,1092,2,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:24,252,Treecko,-,♂,GL 166,17.0,17.0,491,72,2200,82.2,82.2,82.2,13.0,12.0,12.0,1, - , - , - , - , - , - ,0.0,2704,2704,Treecko,166,166,Great League,,,0,0,0,0,0,2085,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:23,940,Wattrel,-,♀,Wat♀47,20.0,20.0,397,80,2500,46.7,46.7,46.7,5.0,1.0,15.0,1, - , - , - , - , - , - ,0.0,1376,1376,Kilowattrel,701,701,Default,,,0,0,0,0,0,2714,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:21,607,Litwick Shadow,-,♂,Lit♂58,13.0,13.0,334,69,1920,57.8,57.8,57.8,6.0,13.0,7.0,1, - , - , - , - , - , - ,0.0,2271,2271,Chandelure,296,296,Default,,,0,0,0,0,0,2314,2,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:20,111,Rhyhorn,-,♀,UL 27,20.0,20.0,923,121,2500,91.1,91.1,91.1,12.0,15.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,Rhyhorn,1176,1176,Ultra League,,,0,0,0,0,0,1083,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 22:25:19,4,Charmander,-,♂,GL 150,33.0,33.0,832,97,7000,80.0,80.0,80.0,9.0,15.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,Charmander,150,150,Great League,,,0,0,0,0,0,590,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:40,957,Tinkatink,-,♀,Tin♀64,22.0,22.0,503,89,3000,64.4,64.4,64.4,13.0,10.0,6.0,1, - , - , - , - , - , - ,0.0, - , - ,Tinkatink,657,657,Default,,,0,0,0,0,0,2731,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:48,957,Tinkatink,-,♀,Tin♀42,19.0,19.0,390,83,2500,42.2,42.2,42.2,3.0,9.0,7.0,1, - , - , - , - , - , - ,0.0,1019,1019,Tinkaton,1659,1659,Default,,,0,0,0,0,0,2731,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:53,7,Squirtle,-,♂,Squ♂27,22.0,22.0,486,81,3000,26.7,26.7,26.7,2.0,7.0,3.0,1, - , - , - , - , - , - ,0.0,829,829,Blastoise,659,659,Default,,,0,0,0,0,0,599,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:54,69,Bellsprout,-,♂,Bel♂71,18.0,18.0,491,84,2200,71.1,71.1,71.1,13.0,7.0,12.0,1, - , - , - , - , - , - ,0.0,3158,3158,Bellsprout,951,951,Default,,,0,0,0,0,0,1038,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:56,4,Charmander,-,♂,GL 126,19.0,19.0,511,74,2500,82.2,82.2,82.2,13.0,14.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,Charmander,126,126,Great League,,,0,0,0,0,0,590,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:57,856,Hatenna,-,♀,LL 85,11.0,11.0,232,59,1300,57.8,57.8,57.8,1.0,14.0,11.0,1, - , - , - , - , - , - ,0.0,85,85,Hattrem,82,82,Little League,,,0,0,0,0,0,2528,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:58,819,Skwovet,-,♀,Skw♀60,4.0,4.0,87,47,400,60.0,60.0,60.0,6.0,9.0,12.0,1, - , - , - , - , - , - ,0.0,586,586,Skwovet,1472,1472,Default,,,0,0,0,0,0,2494,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:48:59,434,Stunky,-,♀,Stu♀51,2.0,2.0,46,27,200,51.1,51.1,51.1,15.0,1.0,7.0,1, - , - , - , - , - , - ,0.0,3944,3944,Stunky,2336,2336,Default,,,0,0,0,0,0,1315,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:01,133,Eevee,-,♂,GL 129,23.0,23.0,665,103,3500,84.4,84.4,84.4,9.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,Eevee,129,129,Great League,,,0,0,0,0,0,2036,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:02,856,Hatenna,-,♀,GL 134,14.0,14.0,325,67,1600,82.2,82.2,82.2,10.0,14.0,13.0,1, - , - , - , - , - , - ,0.0,658,658,Hatenna,134,134,Great League,,,0,0,0,0,0,2528,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:07,111,Rhyhorn,-,♀,Rhy♀60,13.0,13.0,577,95,1600,60.0,60.0,60.0,14.0,5.0,8.0,1, - , - , - , - , - , - ,0.0, - , - ,Rhyperior,2813,2813,Default,,,0,0,0,0,0,1083,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:08,25,Pikachu,-,♂,Pik♂40,15.0,15.0,347,60,1900,40.0,40.0,40.0,8.0,4.0,6.0,1, - , - , - , - , - , - ,0.0,2288,2288,Pikachu,2849,2849,Default,,,0,0,0,0,0,1242,1,1,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:20,72,Tentacool Shadow,-,♀,GL 36,8.0,8.0,229,49,960,88.9,88.9,88.9,14.0,15.0,11.0,1, - , - , - , - , - , - ,0.0,2508,2508,Tentacool,36,36,Great League,,,0,0,0,0,0,2019,2,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:23,926,Fidough,-,♀,Fid♀24,1.0,1.0,11,10,200,24.4,24.4,24.4,10.0,0.0,1.0,1, - , - , - , - , - , - ,0.0,3884,3884,Fidough,3702,3702,Default,,,0,0,0,0,0,2701,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:25,942,Maschiff,-,♀,GL 189,20.0,20.0,781,99,2500,86.7,86.7,86.7,14.0,13.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,Maschiff,189,189,Great League,,,0,0,0,0,0,2716,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:26,287,Slakoth,-,♀,Sla♀64,7.0,7.0,173,59,800,64.4,64.4,64.4,4.0,10.0,15.0,1, - , - , - , - , - , - ,0.0,406,406,Vigoroth,1009,1009,Default,,,0,0,0,0,0,2104,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:29,940,Wattrel,-,♂,Wat♂76,17.0,17.0,374,74,2200,75.6,75.6,75.6,13.0,6.0,15.0,1, - , - , - , - , - , - ,0.0,2827,2827,Wattrel,541,541,Default,,,0,0,0,0,0,2714,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:30,498,Tepig,-,♂,GL 163,20.0,20.0,592,106,2500,84.4,84.4,84.4,12.0,11.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,Tepig,163,163,Great League,,,0,0,0,0,0,2222,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:32,906,Sprigatito,-,♂,GL 168,15.0,15.0,417,67,1900,80.0,80.0,80.0,14.0,11.0,11.0,1, - , - , - , - , - , - ,0.0,3473,3473,Sprigatito,168,168,Great League,,,0,0,0,0,0,2683,1,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:33,4,Charmander,-,♂,GL 14,13.0,13.0,355,64,1600,93.3,93.3,93.3,12.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,1484,1484,Charmander,14,14,Great League,,,0,0,0,0,0,590,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:34,111,Rhyhorn,-,♂,TRRhy♂58,30.0,30.0,1298,144,5000,57.8,57.8,57.8,6.0,13.0,7.0,1, - , - , - , - , - , - ,0.0, - , - ,Rhyhorn,1264,1264,Default,,,0,0,0,0,0,1083,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:35,25,Pikachu,-,♀,GL 165,19.0,19.0,434,68,2500,46.7,46.7,46.7,1.0,14.0,6.0,1, - , - , - , - , - , - ,0.0,562,562,Raichu,165,165,Great League,,,0,0,0,0,0,1242,1,1,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:37,111,Rhyhorn,-,♂,TRRhy♂71,33.0,33.0,1404,150,7000,71.1,71.1,71.1,10.0,11.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,Rhyhorn,2001,2001,Default,,,0,0,0,0,0,1083,7,0,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:40,25,Pikachu,-,♂,Pik♂62,24.0,24.0,594,74,3500,62.2,62.2,62.2,13.0,12.0,3.0,1, - , - , - , - , - , - ,0.0, - , - ,Pikachu,1057,1057,Default,,,0,0,0,0,0,1242,1,1,?,?,?,0,2026-?-?,?
0,9/18/26 21:49:42,66,Machop,-,♂,Mac♂93,20.0,20.0,724,109,2500,93.3,93.3,93.3,15.0,15.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,Machop,10,10,Favorite,,,0,0,0,1,0,1294,7,0,?,?,?,0,2026-?-?,?
